batch_size,epoch,input_to_padding_ratio,learning_rate,lr-AdamW,num_frames,num_tokens,output_to_padding_ratio,step,train_loss,training_batch_bleu,training_batch_wer,val_bleu,val_loss,val_wer
25.0,0,0.49313151836395264,9.427242730453145e-06,,2814992.0,1033.0,0.5164999961853027,279,0.2035471349954605,0.681547224521637,0.1943662017583847,,,
,,,,9.37727383209157e-06,,,,289,,,,,,
20.0,0,0.3035847246646881,9.377274182043038e-06,,1722224.0,774.0,0.3583333194255829,289,0.34065157175064087,0.5830929279327393,0.22857142984867096,,,
,,,,9.325367813183675e-06,,,,299,,,,,,
21.0,0,0.3352785110473633,9.325367500423454e-06,,2289008.0,942.0,0.4313186705112457,299,0.22337184846401215,0.707162618637085,0.17133955657482147,,,
,,,,9.27154880047346e-06,,,,309,,,,,,
15.0,0,0.3530811667442322,9.271549060940742e-06,,1908672.0,685.0,0.3971014618873596,309,0.2489025741815567,0.6857960820198059,0.16988417506217957,,,
,,,,9.215842056818776e-06,,,,319,,,,,,
16.0,0,0.2634526491165161,9.21584251045715e-06,,1495568.0,548.0,0.48239436745643616,319,0.22981129586696625,0.7233557105064392,0.15075376629829407,,,
,,,,9.158273731185863e-06,,,,329,,,,,,
17.0,0,0.24775958061218262,9.158273314824328e-06,,1547760.0,592.0,0.46431371569633484,329,0.35357049107551575,0.6373994946479797,0.23560209572315216,,,
,,,,9.098870846374921e-06,,,,339,,,,,,
23.0,0,0.382301926612854,9.09887057787273e-06,,2129440.0,871.0,0.3944746255874634,339,0.2306409478187561,0.6935915350914001,0.17320261895656586,,,
,,,,9.037661286335491e-06,,,,349,,,,,,
19.0,0,0.48455318808555603,9.037661584443413e-06,,2696992.0,1032.0,0.5657894611358643,349,0.30472317337989807,0.6871122121810913,0.17892156541347504,,,
,,,,8.974673783077635e-06,,,,359,,,,,,
20.0,0,0.4398353695869446,8.974673619377427e-06,,2522192.0,937.0,0.44198113679885864,359,0.2796102464199066,0.6757921576499939,0.18885448575019836,,,
,,,,8.909937903185e-06,,,,369,,,,,,
22.0,0,0.36857831478118896,8.909937605494633e-06,,2088288.0,796.0,0.39328062534332275,369,0.203338623046875,0.7100986838340759,0.15589353442192078,,,
,,,,8.84348403393616e-06,,,,379,,,,,,
17.0,0,0.41062304377555847,8.843484465614893e-06,,2301920.0,852.0,0.4773109257221222,379,0.2374112755060196,0.6581037044525146,0.20249220728874207,,,
,,,,8.7753433690407e-06,,,,389,,,,,,
22.0,0,0.467501699924469,8.775343303568661e-06,,2604336.0,974.0,0.4298323094844818,389,0.42209550738334656,0.5772045254707336,0.23966942727565765,,,
,,,,8.705547893996764e-06,,,,399,,,,,,
18.0,0,0.3917301595211029,8.705547770659905e-06,,2205936.0,799.0,0.49875155091285706,399,0.3488420844078064,0.6034815311431885,0.2313167303800583,,,
,,,,8.63413037107694e-06,,,,409,,,,,,
23.0,0,0.3281615972518921,8.634130608697888e-06,,2581440.0,990.0,0.3617098927497864,409,0.23495957255363464,0.6979537010192871,0.18209876120090485,,,
,,,,8.561124323949515e-06,,,,419,,,,,,
13.0,0,0.22256168723106384,8.561124559491873e-06,,1297264.0,508.0,0.24732229113578796,419,0.18311330676078796,0.6777759194374084,0.16129031777381897,,,
,,,,8.48656402194234e-06,,,,429,,,,,,
24.0,0,0.34099653363227844,8.486564183840528e-06,,2484768.0,977.0,0.4111952781677246,429,0.32283562421798706,0.5967147946357727,0.22252747416496277,,,
,,,,8.410484463956657e-06,,,,439,,,,,,
28.0,0,0.4482036232948303,8.410484042542521e-06,,2518976.0,1057.0,0.5392857193946838,439,0.2918561100959778,0.6291612386703491,0.2179836481809616,,,
,,,,8.332921362038494e-06,,,,449,,,,,,
17.0,0,0.32168254256248474,8.332921424880624e-06,,1786352.0,696.0,0.3223714828491211,449,0.2987407147884369,0.6077899932861328,0.24596774578094482,,,
,,,,8.253911124615273e-06,,,,459,,,,,,
17.0,0,0.34816837310791016,8.253910891653504e-06,,1951520.0,735.0,0.49131014943122864,459,0.2695361077785492,0.6031020283699036,0.2265625,,,
,,,,8.173490839405565e-06,,,,469,,,,,,
25.0,0,0.33998873829841614,8.173490641638637e-06,,1931680.0,833.0,0.33656564354896545,469,0.30243420600891113,0.6442432999610901,0.1901140660047531,,,
,,,,8.09169825600995e-06,,,,479,,,,,,
19.0,0,0.3580491244792938,8.091697964118794e-06,,2025968.0,834.0,0.36276641488075256,479,0.22295323014259338,0.6927507519721985,0.16720257699489594,,,
,,,,8.008571768191224e-06,,,,489,,,,,,
21.0,0,0.34026771783828735,8.008571967366152e-06,,1884272.0,738.0,0.4183673560619354,489,0.2926195561885834,0.5938065052032471,0.27272728085517883,,,
,,,,7.924150395852202e-06,,,,499,,,,,,
13.0,0,0.3369019627571106,7.924150850158185e-06,,1822176.0,608.0,0.5254969596862793,499,0.26111534237861633,0.7043049335479736,0.15481171011924744,,,
,0,,,,,,,499,,,,0.8150627613067627,0.11983872205018997,0.094748355448246
,,,,7.838473766719627e-06,,,,509,,,,,,
19.0,0,0.3359030485153198,7.83847372076707e-06,,2339648.0,900.0,0.41918957233428955,509,0.2956768572330475,0.6723507642745972,0.19325153529644012,,,
,,,,7.751582097742746e-06,,,,519,,,,,,
14.0,0,0.33521944284439087,7.751582415949088e-06,,1813328.0,679.0,0.37890625,519,0.2574101686477661,0.642167329788208,0.17741934955120087,,,
,,,,7.663516176215338e-06,,,,529,,,,,,
20.0,0,0.3182576894760132,7.663516043976415e-06,,1781632.0,679.0,0.34292930364608765,529,0.2721763253211975,0.6420047879219055,0.19369369745254517,,,
,,,,7.574317340629972e-06,,,,539,,,,,,
23.0,0,0.40478429198265076,7.574317351100035e-06,,2519520.0,961.0,0.48584428429603577,539,0.27876290678977966,0.6380299925804138,0.1982758641242981,,,
,,,,7.4840274612735716e-06,,,,549,,,,,,
24.0,0,0.4843406677246094,7.4840272645815276e-06,,2707968.0,994.0,0.4226190447807312,549,0.2634533643722534,0.6360697150230408,0.203438401222229,,,
,,,,7.392688920573326e-06,,,,559,,,,,,
